,Toslaji ,Tili,Tilin nimi,Kp,KP:n nimi,Tositepvm,Tositenumero,Tot eurot,Toimittajan nimi, Toimittaja Y-tun/sotu,Docid
1771,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220844,2742.3,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,391694
1772,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220895,12423.79,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,389444
1773,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220900,14933.6,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,389483
1774,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220905,175.71,AM SECURITY OY/KOSKI-LUKKO,0568679-3,389747
1775,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220906,20,AM SECURITY OY/KOSKI-LUKKO,0568679-3,389749
1776,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220907,459.59,AM SECURITY OY/KOSKI-LUKKO,0568679-3,389751
1777,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220908,294.27,AM SECURITY OY/KOSKI-LUKKO,0568679-3,389752
1778,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220909,102.23,AM SECURITY OY/KOSKI-LUKKO,0568679-3,389756
1779,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220925,35.92,KIERTOKAPULA OY,0919068-0,390465
1780,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221003,162,FINSAFE TURVAPALVELUT  OY,2252951-1,389779
1781,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221172,166.85,PIRKANMAAN KATTAJAT OY,2330452-5,391334
1782,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221172,177.5,PIRKANMAAN KATTAJAT OY,2330452-5,391334
1783,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221172,10.65,PIRKANMAAN KATTAJAT OY,2330452-5,391334
1784,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221187,4709.28,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,391749
1785,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221241,2035.18,TURVAKOLMIO GROUP,2681783-6,392436
1786,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221241,226.13,TURVAKOLMIO GROUP,2681783-6,392436
1787,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221675,1508.6,HÄMEEN LAATUREMONTTI OY,0951383-0,390519
1788,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221675,79.4,HÄMEEN LAATUREMONTTI OY,0951383-0,390519
1789,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221685,611,PIRKANMAAN SÄHKÖ- JA ANTENNITEK-,2766180-2,391714
1790,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221703,45,TIAINEN TARJA HANNELE,1114681-4 /,392476
1791,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221802,8.23,AM SECURITY OY/KOSKI-LUKKO,0568679-3,389748
1792,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20221802,74.07,AM SECURITY OY/KOSKI-LUKKO,0568679-3,389748
1793,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7285,Huolto- ja kunnossapitoyksikkö,2018-08-09 00:00:00,20219661,140,FINSAFE TURVAPALVELUT  OY,2252951-1,385828
1794,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7285,Huolto- ja kunnossapitoyksikkö,2018-08-09 00:00:00,20219661,420,FINSAFE TURVAPALVELUT  OY,2252951-1,385828
1795,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7285,Huolto- ja kunnossapitoyksikkö,2018-08-15 00:00:00,20219776,203.35,SÄHKÖLIIKE ANTILA OY / VISMA PPG OY,2821317-1,386938
1796,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7291,Liikuntapaikat,2018-08-31 00:00:00,20220414,499.99,NH-KONEET OY,2133089-3,390760
1797,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7291,Liikuntapaikat,2018-08-31 00:00:00,20220414,1500.01,NH-KONEET OY,2133089-3,390760
1798,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7291,Liikuntapaikat,2018-08-31 00:00:00,20221308,10.41,KOLMOSPUTKI,0184552-3,392236
1799,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7291,Liikuntapaikat,2018-08-31 00:00:00,20221308,31.23,KOLMOSPUTKI,0184552-3,392236
1800,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7291,Liikuntapaikat,2018-08-31 00:00:00,20221413,4188.07,YLEISKYLMÄ-FINDRI OY LTD,0980267-5,392486
1801,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7291,Liikuntapaikat,2018-08-31 00:00:00,20221413,12564.21,YLEISKYLMÄ-FINDRI OY LTD,0980267-5,392486
1802,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7291,Liikuntapaikat,2018-08-31 00:00:00,20221436,41.43,TURVAKOLMIO GROUP,2681783-6,392935
1803,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7291,Liikuntapaikat,2018-08-31 00:00:00,20221436,124.3,TURVAKOLMIO GROUP,2681783-6,392935
1804,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-01 00:00:00,20400665,3449.65,SITOWISE OY,2335445-0,386268
1805,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-01 00:00:00,20400665,3449.65,SITOWISE OY,2335445-0,386268
1806,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-03 00:00:00,20219222,25500,SUOMEN MAASTORAKENTAJAT OY,0655477-6,384344
1807,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-10 00:00:00,20400652,153500,SUOMEN MAASTORAKENTAJAT OY,0655477-6,386126
1808,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-13 00:00:00,20400657,25000,SUOMEN MAASTORAKENTAJAT OY,0655477-6,386362
1809,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-20 00:00:00,20400672,30000,SUOMEN MAASTORAKENTAJAT OY,0655477-6,387604
1810,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-27 00:00:00,20400684,1154.75,KONE HISSIT OY,1904292-1,388770
1811,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-27 00:00:00,20400684,114.2,KONE HISSIT OY,1904292-1,388770
1812,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-29 00:00:00,20400704,340.7,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389176
1813,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-29 00:00:00,20400704,33.7,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389176
1814,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-29 00:00:00,20400704,393.12,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389176
1815,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-29 00:00:00,20400704,38.88,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389176
1816,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-29 00:00:00,20400705,342.96,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,389200
1817,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-29 00:00:00,20400705,33.92,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,389200
1818,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-31 00:00:00,20400709,1835.85,JÄRVISEN LOUHINTA OY,2305864-3,390757
1819,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-31 00:00:00,20400709,181.57,JÄRVISEN LOUHINTA OY,2305864-3,390757
1820,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-31 00:00:00,20400711,733.82,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391510
1821,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-31 00:00:00,20400711,72.58,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391510
1822,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-31 00:00:00,20400711,393.12,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391510
1823,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-31 00:00:00,20400711,38.88,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391510
1824,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-31 00:00:00,20400761,1146.6,MAANRAKENNUS S.PAAVOLA OY,0580800-9,393900
1825,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7350,Vesilaitos,2018-08-31 00:00:00,20400761,113.4,MAANRAKENNUS S.PAAVOLA OY,0580800-9,393900
1826,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-16 00:00:00,20400679,304.82,DELETE FINLAND OY,1075521-2,387015
1827,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-16 00:00:00,20400679,30.15,DELETE FINLAND OY,1075521-2,387015
1828,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-29 00:00:00,20400704,393.12,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389176
1829,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-29 00:00:00,20400704,38.88,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389176
1830,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-29 00:00:00,20400704,393.12,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389176
1831,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-29 00:00:00,20400704,38.88,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389176
1832,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-29 00:00:00,20400704,393.12,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389176
1833,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-29 00:00:00,20400704,38.88,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389176
1834,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-29 00:00:00,20400705,342.95,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,389200
1835,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-29 00:00:00,20400705,33.92,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,389200
1836,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400694,131.96,SUOMEN TIMANTTIPORAUS OY,2129850-4,389576
1837,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400694,13.05,SUOMEN TIMANTTIPORAUS OY,2129850-4,389576
1838,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400701,1900.08,PISPANTALLIN MAANRAKENNUS OY,0982499-7,390756
1839,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400701,187.92,PISPANTALLIN MAANRAKENNUS OY,0982499-7,390756
1840,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400709,1835.85,JÄRVISEN LOUHINTA OY,2305864-3,390757
1841,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400709,181.57,JÄRVISEN LOUHINTA OY,2305864-3,390757
1842,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400711,681.41,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391510
1843,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400711,67.39,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391510
1844,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400711,393.12,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391510
1845,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400711,38.88,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391510
1846,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400711,393.12,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391510
1847,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400711,38.88,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391510
1848,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400754,1958.68,PISPANTALLIN MAANRAKENNUS OY,0982499-7,392466
1849,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400754,193.72,PISPANTALLIN MAANRAKENNUS OY,0982499-7,392466
1850,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400761,1528.8,MAANRAKENNUS S.PAAVOLA OY,0580800-9,393900
1851,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7355,Viemärilaitos,2018-08-31 00:00:00,20400761,151.2,MAANRAKENNUS S.PAAVOLA OY,0580800-9,393900
1852,OR1,4400,"Koneiden,laitt.ja kaluston kp.",1072,Lähettipalvelut,2018-08-08 00:00:00,20218539,507.26,ST-AUTOKESKUS OY,2499620-1,385578
1853,OR1,4400,"Koneiden,laitt.ja kaluston kp.",1114,Puhelinpalvelut,2018-08-01 00:00:00,20219193,31.06,DATA-INFO OY,0606359-8,381677
1854,OR1,4400,"Koneiden,laitt.ja kaluston kp.",1114,Puhelinpalvelut,2018-08-01 00:00:00,20219193,3.84,DATA-INFO OY,0606359-8,381677
1855,OR1,4400,"Koneiden,laitt.ja kaluston kp.",1114,Puhelinpalvelut,2018-08-01 00:00:00,20219211,41.06,DATA-INFO OY,0606359-8,382508
1856,OR1,4400,"Koneiden,laitt.ja kaluston kp.",1114,Puhelinpalvelut,2018-08-01 00:00:00,20219211,5.07,DATA-INFO OY,0606359-8,382508
1857,OR1,4400,"Koneiden,laitt.ja kaluston kp.",1114,Puhelinpalvelut,2018-08-10 00:00:00,20219232,15.94,DATA-INFO OY,0606359-8,386122
1858,OR1,4400,"Koneiden,laitt.ja kaluston kp.",1114,Puhelinpalvelut,2018-08-10 00:00:00,20219232,1.97,DATA-INFO OY,0606359-8,386122
1859,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3015,Avosairaanhoito,2018-08-06 00:00:00,20218289,182,GETINGE FINLAND OY,0777866-7,384849
1860,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3015,Avosairaanhoito,2018-08-22 00:00:00,20220150,524.19,GETINGE FINLAND OY,0777866-7,387990
1861,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3015,Avosairaanhoito,2018-08-29 00:00:00,20220169,97.81,TAMMER-DATA OY/KONTTORILAITE TAMPER,2206142-9,389080
1862,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3055,Hammashuolto,2018-08-06 00:00:00,20218289,182,GETINGE FINLAND OY,0777866-7,384849
1863,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3055,Hammashuolto,2018-08-07 00:00:00,20218253,746.3,HAMMASVÄLINE OY,0881266-0,385307
1864,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3055,Hammashuolto,2018-08-22 00:00:00,20220150,524.21,GETINGE FINLAND OY,0777866-7,387990
1865,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3055,Hammashuolto,2018-08-31 00:00:00,20220537,290,PLANDENT OY,0112771-6,389758
1866,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3085,Terveyskeskussairaala,2018-08-29 00:00:00,20220169,195.64,TAMMER-DATA OY/KONTTORILAITE TAMPER,2206142-9,389080
1867,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3089,Muistikeskus,2018-08-16 00:00:00,20219918,201.41,PIRKANMAAN HUOLTOKESKUS OY,0910144-9,387071
1868,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3110,Kotihoito,2018-08-30 00:00:00,20220136,4.63,MASAN AUTOTARVIKE OY,1747568-6,389293
1869,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3110,Kotihoito,2018-08-30 00:00:00,20220136,40.73,MASAN AUTOTARVIKE OY,1747568-6,389293
1870,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3110,Kotihoito,2018-08-31 00:00:00,20220948,13.63,KOSKI-KOLMIO OY/NESTE SÄÄKSMÄENTIE,2179801-5,391335
1871,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3135,Tehostettu palv.as. oma tuotan,2018-08-06 00:00:00,20218096,119.35,VLK:N KODINKONEHUOLTO OY/PPG MANAGE,1020644-0,384838
1872,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3135,Tehostettu palv.as. oma tuotan,2018-08-06 00:00:00,20218097,236.29,VLK:N KODINKONEHUOLTO OY/PPG MANAGE,1020644-0,384839
1873,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3135,Tehostettu palv.as. oma tuotan,2018-08-06 00:00:00,20218189,274.69,LOJER OY,2552542-8,385210
1874,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3135,Tehostettu palv.as. oma tuotan,2018-08-07 00:00:00,20218218,437.15,PIRKANMAAN HUOLTOKESKUS OY,0910144-9,385337
1875,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3135,Tehostettu palv.as. oma tuotan,2018-08-27 00:00:00,20219856,424.59,PIRKANMAAN HUOLTOKESKUS OY,0910144-9,388681
1876,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3135,Tehostettu palv.as. oma tuotan,2018-08-28 00:00:00,20219963,1007.86,PIRKANMAAN HUOLTOKESKUS OY,0910144-9,388898
1877,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20220436,585.41,PIRKANMAAN HUOLTOKESKUS OY,0910144-9,389788
1878,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3286,Asumispalvelut,2018-08-01 00:00:00,20219540,40.31,VLK:N KIINTEISTÖPALVELU OY,2116000-3,384990
1879,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3286,Asumispalvelut,2018-08-01 00:00:00,20219563,41,DECENS OY,2181730-0,379445
1880,OR1,4400,"Koneiden,laitt.ja kaluston kp.",3286,Asumispalvelut,2018-08-31 00:00:00,20221836,40.31,VLK:N KIINTEISTÖPALVELU OY,2116000-3,391036
1881,OR1,4400,"Koneiden,laitt.ja kaluston kp.",4072,Tallinmäen varhaiskasvatus,2018-08-01 00:00:00,20219432,159.38,DOCUMENT HOUSE OY,0834866-9,378276
1882,OR1,4400,"Koneiden,laitt.ja kaluston kp.",4072,Tallinmäen varhaiskasvatus,2018-08-01 00:00:00,20219433,66.08,TELIA FINANCE FINLAND,2123305-7,378864
1883,OR1,4400,"Koneiden,laitt.ja kaluston kp.",4072,Tallinmäen varhaiskasvatus,2018-08-01 00:00:00,20219437,103.68,KUNTIEN TIERA OY,2362180-3,380737
1884,OR1,4400,"Koneiden,laitt.ja kaluston kp.",4085,Sassin päivähoito ja esiopetus,2018-08-31 00:00:00,20221677,12,AllOne PRINT OY,2446356-0,390947
1885,OR1,4400,"Koneiden,laitt.ja kaluston kp.",4145,Sorrilan koulu,2018-08-03 00:00:00,20217877,682.75,MANSEN TIKKI KY,0674769-0,384376
1886,OR1,4400,"Koneiden,laitt.ja kaluston kp.",4210,Naakan koulu,2018-08-03 00:00:00,20218634,937.42,MANSEN TIKKI KY,0674769-0,384377
1887,OR1,4400,"Koneiden,laitt.ja kaluston kp.",4220,Tyryn koulu,2018-08-20 00:00:00,20219404,77.43,SÄHKÖKONEPALVELU SAXHOLM OY,0710644-9,387746
1888,OR1,4400,"Koneiden,laitt.ja kaluston kp.",4705,Päivälukio,2018-08-01 00:00:00,20219563,82,DECENS OY,2181730-0,379445
1889,OR1,4400,"Koneiden,laitt.ja kaluston kp.",5105,Aikuisopetus,2018-08-15 00:00:00,20219009,97.96,VARNIA OY,0202891-2,386799
1890,OR1,4400,"Koneiden,laitt.ja kaluston kp.",5205,Musiikin perusopetus,2018-08-09 00:00:00,20218592,709.68,KARIN GROBEL VIULUNRAKENTAJA,0989867-0 /,386021
1891,OR1,4400,"Koneiden,laitt.ja kaluston kp.",5205,Musiikin perusopetus,2018-08-15 00:00:00,20219580,139.52,KARIN GROBEL VIULUNRAKENTAJA,0989867-0 /,386934
1892,OR1,4400,"Koneiden,laitt.ja kaluston kp.",5205,Musiikin perusopetus,2018-08-15 00:00:00,20219581,205.65,KARIN GROBEL VIULUNRAKENTAJA,0989867-0 /,386935
1893,OR1,4400,"Koneiden,laitt.ja kaluston kp.",5205,Musiikin perusopetus,2018-08-15 00:00:00,20219582,274.19,KARIN GROBEL VIULUNRAKENTAJA,0989867-0 /,386936
1894,OR1,4400,"Koneiden,laitt.ja kaluston kp.",5205,Musiikin perusopetus,2018-08-30 00:00:00,20220255,32.26,YKSITYISHENKILÖ,,389397
1895,OR1,4400,"Koneiden,laitt.ja kaluston kp.",5405,Kirjastopalvelut,2018-08-27 00:00:00,20220046,378.48,VOLTEK OY,1574702-7,388689
1896,OR1,4400,"Koneiden,laitt.ja kaluston kp.",5405,Kirjastopalvelut,2018-08-27 00:00:00,20220046,203.79,VOLTEK OY,1574702-7,388689
1897,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7070,Konekeskus,2018-08-10 00:00:00,20218783,145.21,VOLTEK OY,1574702-7,386152
1898,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7070,Konekeskus,2018-08-10 00:00:00,20218783,25.63,VOLTEK OY,1574702-7,386152
1899,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7155,Puistojen kunnossapito,2018-08-17 00:00:00,20219808,75,VLK:N AUTOHUOLTO OY,0928172-6,387471
1900,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7163,Katujen viheralueet,2018-08-17 00:00:00,20219806,184.23,HUOLTOKANAVA JUVONEN OY,2542763-3,387460
1901,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7185,Venelaiturit,2018-08-31 00:00:00,20220742,345.16,JK-AUTOSÄHKÖ OY,1011673-6,391326
1902,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219766,2727.81,TH-LINE OY,2097932-4,386148
1903,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7270,Ajoneuvot,2018-08-06 00:00:00,20218127,306.87,LIIKENNE-JA VIESTINTÄVIRASTO TRAFI-,1031715-9,385241
1904,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7270,Ajoneuvot,2018-08-21 00:00:00,20219503,50.71,TEBOIL OY AB,0114795-2,387858
1905,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7270,Ajoneuvot,2018-08-21 00:00:00,20219503,152.13,TEBOIL OY AB,0114795-2,387858
1906,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7270,Ajoneuvot,2018-08-22 00:00:00,20219507,55.94,OV-TEKNIIKKA OY TH PISTE,2764391-1,388025
1907,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7270,Ajoneuvot,2018-08-22 00:00:00,20219507,167.84,OV-TEKNIIKKA OY TH PISTE,2764391-1,388025
1908,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7270,Ajoneuvot,2018-08-29 00:00:00,20220061,11.09,FARMILAITE OY,1975682-8,389134
1909,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7270,Ajoneuvot,2018-08-29 00:00:00,20220061,33.27,FARMILAITE OY,1975682-8,389134
1910,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7270,Ajoneuvot,2018-08-31 00:00:00,20221287,59.19,TEBOIL OY AB,0114795-2,391677
1911,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7270,Ajoneuvot,2018-08-31 00:00:00,20221287,177.59,TEBOIL OY AB,0114795-2,391677
1912,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7291,Liikuntapaikat,2018-08-13 00:00:00,20218683,14.11,MASAN AUTOTARVIKE OY,1747568-6,386383
1913,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7291,Liikuntapaikat,2018-08-13 00:00:00,20218683,42.34,MASAN AUTOTARVIKE OY,1747568-6,386383
1914,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7291,Liikuntapaikat,2018-08-14 00:00:00,20218848,8.96,OV-TEKNIIKKA OY TH PISTE,2764391-1,386617
1915,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7291,Liikuntapaikat,2018-08-14 00:00:00,20218848,26.89,OV-TEKNIIKKA OY TH PISTE,2764391-1,386617
1916,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7291,Liikuntapaikat,2018-08-17 00:00:00,20219251,20.16,JK-AUTOSÄHKÖ OY,1011673-6,387419
1917,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7291,Liikuntapaikat,2018-08-17 00:00:00,20219251,60.48,JK-AUTOSÄHKÖ OY,1011673-6,387419
1918,OR1,4400,"Koneiden,laitt.ja kaluston kp.",7291,Liikuntapaikat,2018-08-22 00:00:00,20219505,2.04,WURTH OY,0202881-6,388010
