,Toslaji ,Tili,Tilin nimi,Kp,KP:n nimi,Tositepvm,Tositenumero,Tot eurot,Toimittajan nimi, Toimittaja Y-tun/sotu,Docid
5091,OR1,4840,Koneiden ja laitteiden vuokrat,3288,Vammaispalvelut ja tukitoimet,2018-08-01 00:00:00,20219524,147.58,KL SUPPORT OY,0213564-6,383912
5092,OR1,4840,Koneiden ja laitteiden vuokrat,3288,Vammaispalvelut ja tukitoimet,2018-08-31 00:00:00,20221145,147.58,KL SUPPORT OY,0213564-6,389780
5093,OR1,4840,Koneiden ja laitteiden vuokrat,3296,Kuntouttavat työll.palvelut,2018-08-01 00:00:00,20216276,44.15,TELIA FINANCE FINLAND,2123305-7,378892
5094,OR1,4840,Koneiden ja laitteiden vuokrat,3296,Kuntouttavat työll.palvelut,2018-08-03 00:00:00,20218709,44.15,TELIA FINANCE FINLAND,2123305-7,384318
5095,OR1,4840,Koneiden ja laitteiden vuokrat,3297,Kehitysvammaisten työtoiminta,2018-08-01 00:00:00,20216276,12.6,TELIA FINANCE FINLAND,2123305-7,378892
5096,OR1,4840,Koneiden ja laitteiden vuokrat,3297,Kehitysvammaisten työtoiminta,2018-08-03 00:00:00,20218709,12.6,TELIA FINANCE FINLAND,2123305-7,384318
5097,OR1,4840,Koneiden ja laitteiden vuokrat,3298,Nuorten starttipaja,2018-08-01 00:00:00,20216276,10.23,TELIA FINANCE FINLAND,2123305-7,378892
5098,OR1,4840,Koneiden ja laitteiden vuokrat,3298,Nuorten starttipaja,2018-08-03 00:00:00,20218709,10.23,TELIA FINANCE FINLAND,2123305-7,384318
5099,OR1,4840,Koneiden ja laitteiden vuokrat,4040,Hallinto,2018-08-01 00:00:00,20218941,21.94,TELIA FINANCE FINLAND,2123305-7,378841
5100,OR1,4840,Koneiden ja laitteiden vuokrat,4040,Hallinto,2018-08-01 00:00:00,20218941,18.54,TELIA FINANCE FINLAND,2123305-7,378841
5101,OR1,4840,Koneiden ja laitteiden vuokrat,4045,Vahtimestarit,2018-08-01 00:00:00,20218941,8.88,TELIA FINANCE FINLAND,2123305-7,378841
5102,OR1,4840,Koneiden ja laitteiden vuokrat,4050,Päivähoidon yhteistoiminnot,2018-08-01 00:00:00,20216058,19.68,TELIA FINANCE FINLAND,2123305-7,378851
5103,OR1,4840,Koneiden ja laitteiden vuokrat,4050,Päivähoidon yhteistoiminnot,2018-08-01 00:00:00,20216058,17.57,TELIA FINANCE FINLAND,2123305-7,378851
5104,OR1,4840,Koneiden ja laitteiden vuokrat,4050,Päivähoidon yhteistoiminnot,2018-08-01 00:00:00,20216058,11.19,TELIA FINANCE FINLAND,2123305-7,378851
5105,OR1,4840,Koneiden ja laitteiden vuokrat,4050,Päivähoidon yhteistoiminnot,2018-08-03 00:00:00,20218416,11.17,TELIA FINANCE FINLAND,2123305-7,384277
5106,OR1,4840,Koneiden ja laitteiden vuokrat,4050,Päivähoidon yhteistoiminnot,2018-08-03 00:00:00,20218416,19.68,TELIA FINANCE FINLAND,2123305-7,384277
5107,OR1,4840,Koneiden ja laitteiden vuokrat,4050,Päivähoidon yhteistoiminnot,2018-08-03 00:00:00,20218416,17.58,TELIA FINANCE FINLAND,2123305-7,384277
5108,OR1,4840,Koneiden ja laitteiden vuokrat,4072,Tallinmäen varhaiskasvatus,2018-08-01 00:00:00,20216058,75.6,TELIA FINANCE FINLAND,2123305-7,378851
5109,OR1,4840,Koneiden ja laitteiden vuokrat,4072,Tallinmäen varhaiskasvatus,2018-08-01 00:00:00,20216058,10,TELIA FINANCE FINLAND,2123305-7,378851
5110,OR1,4840,Koneiden ja laitteiden vuokrat,4081,Sorrilan varhaiskasvatus,2018-08-03 00:00:00,20218429,97.98,TELIA FINANCE FINLAND,2123305-7,384331
5111,OR1,4840,Koneiden ja laitteiden vuokrat,4110,Roukon koulu,2018-08-01 00:00:00,20217435,37.26,TELIA FINANCE FINLAND,2123305-7,378888
5112,OR1,4840,Koneiden ja laitteiden vuokrat,4110,Roukon koulu,2018-08-01 00:00:00,20217435,59.82,TELIA FINANCE FINLAND,2123305-7,378888
5113,OR1,4840,Koneiden ja laitteiden vuokrat,4110,Roukon koulu,2018-08-01 00:00:00,20217435,10.23,TELIA FINANCE FINLAND,2123305-7,378888
5114,OR1,4840,Koneiden ja laitteiden vuokrat,4110,Roukon koulu,2018-08-01 00:00:00,20217435,7.85,TELIA FINANCE FINLAND,2123305-7,378888
5115,OR1,4840,Koneiden ja laitteiden vuokrat,4110,Roukon koulu,2018-08-03 00:00:00,20218631,37.26,TELIA FINANCE FINLAND,2123305-7,384314
5116,OR1,4840,Koneiden ja laitteiden vuokrat,4110,Roukon koulu,2018-08-03 00:00:00,20218631,7.85,TELIA FINANCE FINLAND,2123305-7,384314
5117,OR1,4840,Koneiden ja laitteiden vuokrat,4110,Roukon koulu,2018-08-03 00:00:00,20218631,59.82,TELIA FINANCE FINLAND,2123305-7,384314
5118,OR1,4840,Koneiden ja laitteiden vuokrat,4130,Rauhalan koulu,2018-08-01 00:00:00,20217433,17.38,TELIA FINANCE FINLAND,2123305-7,378852
5119,OR1,4840,Koneiden ja laitteiden vuokrat,4135,Sassin koulu,2018-08-01 00:00:00,20217592,8.13,TELIA FINANCE FINLAND,2123305-7,378902
5120,OR1,4840,Koneiden ja laitteiden vuokrat,4145,Sorrilan koulu,2018-08-01 00:00:00,20217592,91.29,TELIA FINANCE FINLAND,2123305-7,378902
5121,OR1,4840,Koneiden ja laitteiden vuokrat,4155,Tietolan koulu,2018-08-03 00:00:00,20218631,10.23,TELIA FINANCE FINLAND,2123305-7,384314
5122,OR1,4840,Koneiden ja laitteiden vuokrat,4220,Tyryn koulu,2018-08-01 00:00:00,20215796,63.59,TELIA FINANCE FINLAND,2123305-7,378853
5123,OR1,4840,Koneiden ja laitteiden vuokrat,4220,Tyryn koulu,2018-08-03 00:00:00,20218062,56.61,TELIA FINANCE FINLAND,2123305-7,384279
5124,OR1,4840,Koneiden ja laitteiden vuokrat,4305,Perusopetuksen yhteistoiminnot,2018-08-03 00:00:00,20219966,31.51,TELIA FINANCE FINLAND,2123305-7,384273
5125,OR1,4840,Koneiden ja laitteiden vuokrat,4305,Perusopetuksen yhteistoiminnot,2018-08-03 00:00:00,20219966,8.15,TELIA FINANCE FINLAND,2123305-7,384273
5126,OR1,4840,Koneiden ja laitteiden vuokrat,4802,Perusopetuksen kuraattoripalv.,2018-08-01 00:00:00,20217432,9.21,TELIA FINANCE FINLAND,2123305-7,378847
5127,OR1,4840,Koneiden ja laitteiden vuokrat,4802,Perusopetuksen kuraattoripalv.,2018-08-01 00:00:00,20217434,10.74,TELIA FINANCE FINLAND,2123305-7,378862
5128,OR1,4840,Koneiden ja laitteiden vuokrat,4803,Lukion ja amm.k. psyk.palv.,2018-08-01 00:00:00,20217432,9.21,TELIA FINANCE FINLAND,2123305-7,378847
5129,OR1,4840,Koneiden ja laitteiden vuokrat,4803,Lukion ja amm.k. psyk.palv.,2018-08-01 00:00:00,20217434,10.74,TELIA FINANCE FINLAND,2123305-7,378862
5130,OR1,4840,Koneiden ja laitteiden vuokrat,4804,Lukion ja amm.k. kuraatt.palv.,2018-08-01 00:00:00,20217432,21.24,TELIA FINANCE FINLAND,2123305-7,378847
5131,OR1,4840,Koneiden ja laitteiden vuokrat,4804,Lukion ja amm.k. kuraatt.palv.,2018-08-01 00:00:00,20217434,24.73,TELIA FINANCE FINLAND,2123305-7,378862
5132,OR1,4840,Koneiden ja laitteiden vuokrat,5305,Kuvataiteen perusopetus,2018-08-01 00:00:00,20218224,39.73,TELIA FINANCE FINLAND,2123305-7,378884
5133,OR1,4840,Koneiden ja laitteiden vuokrat,5305,Kuvataiteen perusopetus,2018-08-03 00:00:00,20218424,39.73,TELIA FINANCE FINLAND,2123305-7,384310
5134,OR1,4840,Koneiden ja laitteiden vuokrat,5305,Kuvataiteen perusopetus,2018-08-03 00:00:00,20218424,12.14,TELIA FINANCE FINLAND,2123305-7,384310
5135,OR1,4840,Koneiden ja laitteiden vuokrat,5310,Visuaal.aineiden per.op./kanso,2018-08-01 00:00:00,20218224,12.14,TELIA FINANCE FINLAND,2123305-7,378884
5136,OR1,4840,Koneiden ja laitteiden vuokrat,5310,Visuaal.aineiden per.op./kanso,2018-08-01 00:00:00,20218224,6.97,TELIA FINANCE FINLAND,2123305-7,378884
5137,OR1,4840,Koneiden ja laitteiden vuokrat,5310,Visuaal.aineiden per.op./kanso,2018-08-01 00:00:00,20218224,11.93,TELIA FINANCE FINLAND,2123305-7,378884
5138,OR1,4840,Koneiden ja laitteiden vuokrat,5310,Visuaal.aineiden per.op./kanso,2018-08-01 00:00:00,20218224,7.36,TELIA FINANCE FINLAND,2123305-7,378884
5139,OR1,4840,Koneiden ja laitteiden vuokrat,5310,Visuaal.aineiden per.op./kanso,2018-08-03 00:00:00,20218424,11.93,TELIA FINANCE FINLAND,2123305-7,384310
5140,OR1,4840,Koneiden ja laitteiden vuokrat,5310,Visuaal.aineiden per.op./kanso,2018-08-03 00:00:00,20218424,7.36,TELIA FINANCE FINLAND,2123305-7,384310
5141,OR1,4840,Koneiden ja laitteiden vuokrat,5310,Visuaal.aineiden per.op./kanso,2018-08-03 00:00:00,20218424,6.97,TELIA FINANCE FINLAND,2123305-7,384310
5142,OR1,4840,Koneiden ja laitteiden vuokrat,5405,Kirjastopalvelut,2018-08-01 00:00:00,20216532,8.6,TELIA FINANCE FINLAND,2123305-7,378858
5143,OR1,4840,Koneiden ja laitteiden vuokrat,5405,Kirjastopalvelut,2018-08-01 00:00:00,20216532,2.73,TELIA FINANCE FINLAND,2123305-7,378858
5144,OR1,4840,Koneiden ja laitteiden vuokrat,5405,Kirjastopalvelut,2018-08-01 00:00:00,20216532,112.9,TELIA FINANCE FINLAND,2123305-7,378858
5145,OR1,4840,Koneiden ja laitteiden vuokrat,5405,Kirjastopalvelut,2018-08-03 00:00:00,20218057,67.7,EDEN SPRINGS OY FINLAND,1657740-2,384255
5146,OR1,4840,Koneiden ja laitteiden vuokrat,5405,Kirjastopalvelut,2018-08-03 00:00:00,20218063,8.6,TELIA FINANCE FINLAND,2123305-7,384284
5147,OR1,4840,Koneiden ja laitteiden vuokrat,5405,Kirjastopalvelut,2018-08-03 00:00:00,20218063,2.73,TELIA FINANCE FINLAND,2123305-7,384284
5148,OR1,4840,Koneiden ja laitteiden vuokrat,5405,Kirjastopalvelut,2018-08-03 00:00:00,20218063,112.9,TELIA FINANCE FINLAND,2123305-7,384284
5149,OR1,4840,Koneiden ja laitteiden vuokrat,5505,Kulttuuripalvelut,2018-08-24 00:00:00,20219878,150,MBP PRODUCTION,1065302-1,388423
5150,OR1,4840,Koneiden ja laitteiden vuokrat,6005,Liikuntatoimisto,2018-08-03 00:00:00,20218168,45.4,TELIA FINANCE FINLAND,2123305-7,384274
5151,OR1,4840,Koneiden ja laitteiden vuokrat,6005,Liikuntatoimisto,2018-08-03 00:00:00,20218168,15.14,TELIA FINANCE FINLAND,2123305-7,384274
5152,OR1,4840,Koneiden ja laitteiden vuokrat,6505,Nuorisotoimisto,2018-08-01 00:00:00,20217336,79.95,TELIA FINANCE FINLAND,2123305-7,378836
5153,OR1,4840,Koneiden ja laitteiden vuokrat,6605,Nuorisokeskus,2018-08-01 00:00:00,20217340,10.61,TELIA FINANCE FINLAND,2123305-7,378867
5154,OR1,4840,Koneiden ja laitteiden vuokrat,6671,Tyryn nuorisotila,2018-08-01 00:00:00,20217340,2.64,TELIA FINANCE FINLAND,2123305-7,378867
5155,OR1,4840,Koneiden ja laitteiden vuokrat,6805,Etsivä nuor.työ(sis.TyöNet),2018-08-01 00:00:00,20217339,10.69,TELIA FINANCE FINLAND,2123305-7,378845
5156,OR1,4840,Koneiden ja laitteiden vuokrat,7050,Kunn.tekn. johto ja suunnittel,2018-08-01 00:00:00,20215742,18.91,TELIA FINANCE FINLAND,2123305-7,378882
5157,OR1,4840,Koneiden ja laitteiden vuokrat,7050,Kunn.tekn. johto ja suunnittel,2018-08-01 00:00:00,20215742,3.34,TELIA FINANCE FINLAND,2123305-7,378882
5158,OR1,4840,Koneiden ja laitteiden vuokrat,7050,Kunn.tekn. johto ja suunnittel,2018-08-01 00:00:00,20215742,21.42,TELIA FINANCE FINLAND,2123305-7,378882
5159,OR1,4840,Koneiden ja laitteiden vuokrat,7050,Kunn.tekn. johto ja suunnittel,2018-08-01 00:00:00,20215742,3.78,TELIA FINANCE FINLAND,2123305-7,378882
5160,OR1,4840,Koneiden ja laitteiden vuokrat,7050,Kunn.tekn. johto ja suunnittel,2018-08-03 00:00:00,20218423,18.84,TELIA FINANCE FINLAND,2123305-7,384308
5161,OR1,4840,Koneiden ja laitteiden vuokrat,7050,Kunn.tekn. johto ja suunnittel,2018-08-03 00:00:00,20218423,3.32,TELIA FINANCE FINLAND,2123305-7,384308
5162,OR1,4840,Koneiden ja laitteiden vuokrat,7050,Kunn.tekn. johto ja suunnittel,2018-08-03 00:00:00,20218423,21.42,TELIA FINANCE FINLAND,2123305-7,384308
5163,OR1,4840,Koneiden ja laitteiden vuokrat,7050,Kunn.tekn. johto ja suunnittel,2018-08-03 00:00:00,20218423,3.78,TELIA FINANCE FINLAND,2123305-7,384308
5164,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-01 00:00:00,20215742,7.55,TELIA FINANCE FINLAND,2123305-7,378882
5165,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-01 00:00:00,20215742,1.33,TELIA FINANCE FINLAND,2123305-7,378882
5166,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-01 00:00:00,20215742,12.15,TELIA FINANCE FINLAND,2123305-7,378882
5167,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-01 00:00:00,20215742,7.52,TELIA FINANCE FINLAND,2123305-7,378882
5168,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-01 00:00:00,20215742,1.33,TELIA FINANCE FINLAND,2123305-7,378882
5169,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-01 00:00:00,20215743,26.55,TELIA FINANCE FINLAND,2123305-7,378886
5170,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-01 00:00:00,20215743,76.34,TELIA FINANCE FINLAND,2123305-7,378886
5171,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-01 00:00:00,20215743,13.48,TELIA FINANCE FINLAND,2123305-7,378886
5172,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-03 00:00:00,20218423,7.55,TELIA FINANCE FINLAND,2123305-7,384308
5173,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-03 00:00:00,20218423,1.33,TELIA FINANCE FINLAND,2123305-7,384308
5174,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-03 00:00:00,20218423,12.15,TELIA FINANCE FINLAND,2123305-7,384308
5175,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-03 00:00:00,20218423,7.52,TELIA FINANCE FINLAND,2123305-7,384308
5176,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-03 00:00:00,20218423,1.33,TELIA FINANCE FINLAND,2123305-7,384308
5177,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-03 00:00:00,20218425,26.55,TELIA FINANCE FINLAND,2123305-7,384312
5178,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-03 00:00:00,20218425,76.34,TELIA FINANCE FINLAND,2123305-7,384312
5179,OR1,4840,Koneiden ja laitteiden vuokrat,7055,Kadut,2018-08-03 00:00:00,20218425,13.48,TELIA FINANCE FINLAND,2123305-7,384312
5180,OR1,4840,Koneiden ja laitteiden vuokrat,7060,Vesijohtoverkostojen kunnossap,2018-08-01 00:00:00,20215742,1.95,TELIA FINANCE FINLAND,2123305-7,378882
5181,OR1,4840,Koneiden ja laitteiden vuokrat,7060,Vesijohtoverkostojen kunnossap,2018-08-01 00:00:00,20215742,19.74,TELIA FINANCE FINLAND,2123305-7,378882
5182,OR1,4840,Koneiden ja laitteiden vuokrat,7060,Vesijohtoverkostojen kunnossap,2018-08-03 00:00:00,20218423,1.95,TELIA FINANCE FINLAND,2123305-7,384308
5183,OR1,4840,Koneiden ja laitteiden vuokrat,7060,Vesijohtoverkostojen kunnossap,2018-08-03 00:00:00,20218423,19.73,TELIA FINANCE FINLAND,2123305-7,384308
5184,OR1,4840,Koneiden ja laitteiden vuokrat,7065,Viemäriverkostojen kunnossapit,2018-08-01 00:00:00,20215742,1.95,TELIA FINANCE FINLAND,2123305-7,378882
5185,OR1,4840,Koneiden ja laitteiden vuokrat,7065,Viemäriverkostojen kunnossapit,2018-08-01 00:00:00,20215742,19.74,TELIA FINANCE FINLAND,2123305-7,378882
5186,OR1,4840,Koneiden ja laitteiden vuokrat,7065,Viemäriverkostojen kunnossapit,2018-08-03 00:00:00,20218423,1.95,TELIA FINANCE FINLAND,2123305-7,384308
5187,OR1,4840,Koneiden ja laitteiden vuokrat,7065,Viemäriverkostojen kunnossapit,2018-08-03 00:00:00,20218423,19.73,TELIA FINANCE FINLAND,2123305-7,384308
5188,OR1,4840,Koneiden ja laitteiden vuokrat,7070,Konekeskus,2018-08-01 00:00:00,20215742,5.92,TELIA FINANCE FINLAND,2123305-7,378882
5189,OR1,4840,Koneiden ja laitteiden vuokrat,7070,Konekeskus,2018-08-01 00:00:00,20215742,1.04,TELIA FINANCE FINLAND,2123305-7,378882
5190,OR1,4840,Koneiden ja laitteiden vuokrat,7070,Konekeskus,2018-08-03 00:00:00,20218423,6.01,TELIA FINANCE FINLAND,2123305-7,384308
5191,OR1,4840,Koneiden ja laitteiden vuokrat,7070,Konekeskus,2018-08-03 00:00:00,20218423,1.06,TELIA FINANCE FINLAND,2123305-7,384308
5192,OR1,4840,Koneiden ja laitteiden vuokrat,7155,Puistojen kunnossapito,2018-08-01 00:00:00,20215740,14.6,TELIA FINANCE FINLAND,2123305-7,378859
5193,OR1,4840,Koneiden ja laitteiden vuokrat,7185,Venelaiturit,2018-08-01 00:00:00,20215742,3.57,TELIA FINANCE FINLAND,2123305-7,378882
5194,OR1,4840,Koneiden ja laitteiden vuokrat,7185,Venelaiturit,2018-08-03 00:00:00,20218423,3.57,TELIA FINANCE FINLAND,2123305-7,384308
5195,OR1,4840,Koneiden ja laitteiden vuokrat,7250,Kiint.kesk. johto ja suunnitte,2018-08-01 00:00:00,20215590,55.03,TELIA FINANCE FINLAND,2123305-7,378868
5196,OR1,4840,Koneiden ja laitteiden vuokrat,7250,Kiint.kesk. johto ja suunnitte,2018-08-01 00:00:00,20215590,0.72,TELIA FINANCE FINLAND,2123305-7,378868
5197,OR1,4840,Koneiden ja laitteiden vuokrat,7250,Kiint.kesk. johto ja suunnitte,2018-08-01 00:00:00,20215590,2.91,TELIA FINANCE FINLAND,2123305-7,378868
5198,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-03 00:00:00,20218288,118.71,KALLIOINEN RENT OY,1551622-9,384487
5199,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-06 00:00:00,20218480,473.7,SISÄILMALÄHETTI OY,2761934-8,384970
5200,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-13 00:00:00,20218682,473.7,SISÄILMALÄHETTI OY,2761934-8,386381
5201,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-13 00:00:00,20218684,355.27,SISÄILMALÄHETTI OY,2761934-8,386384
5202,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-13 00:00:00,20218684,1065.82,SISÄILMALÄHETTI OY,2761934-8,386384
5203,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219358,464.27,SISÄILMALÄHETTI OY,2761934-8,387317
5204,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219358,24.44,SISÄILMALÄHETTI OY,2761934-8,387317
5205,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20219761,1190,GENANO OY AB,2175218-0,388569
5206,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220099,4.88,LINDSTRÖM OY,1712792-1,388456
5207,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220559,104,KALLIOINEN RENT OY,1551622-9,388424
5208,OR1,4840,Koneiden ja laitteiden vuokrat,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220559,26,KALLIOINEN RENT OY,1551622-9,388424
5209,OR1,4840,Koneiden ja laitteiden vuokrat,7260,Metsätalous,2018-08-01 00:00:00,20215589,17.14,TELIA FINANCE FINLAND,2123305-7,378865
5210,OR1,4840,Koneiden ja laitteiden vuokrat,7285,Huolto- ja kunnossapitoyksikkö,2018-08-01 00:00:00,20215591,109.3,TELIA FINANCE FINLAND,2123305-7,378872
5211,OR1,4840,Koneiden ja laitteiden vuokrat,7285,Huolto- ja kunnossapitoyksikkö,2018-08-01 00:00:00,20215591,5.82,TELIA FINANCE FINLAND,2123305-7,378872
5212,OR1,4840,Koneiden ja laitteiden vuokrat,7285,Huolto- ja kunnossapitoyksikkö,2018-08-01 00:00:00,20215591,1.43,TELIA FINANCE FINLAND,2123305-7,378872
5213,OR1,4840,Koneiden ja laitteiden vuokrat,7285,Huolto- ja kunnossapitoyksikkö,2018-08-20 00:00:00,20219811,111.29,KALLIOINEN RENT OY,1551622-9,387616
5214,OR1,4840,Koneiden ja laitteiden vuokrat,7285,Huolto- ja kunnossapitoyksikkö,2018-08-28 00:00:00,20220868,210,KALLIOINEN RENT OY,1551622-9,388900
5215,OR1,4840,Koneiden ja laitteiden vuokrat,7285,Huolto- ja kunnossapitoyksikkö,2018-08-31 00:00:00,20221168,118.71,KALLIOINEN RENT OY,1551622-9,391065
5216,OR1,4840,Koneiden ja laitteiden vuokrat,7291,Liikuntapaikat,2018-08-01 00:00:00,20215588,3.25,TELIA FINANCE FINLAND,2123305-7,378854
5217,OR1,4840,Koneiden ja laitteiden vuokrat,7291,Liikuntapaikat,2018-08-01 00:00:00,20215588,9.73,TELIA FINANCE FINLAND,2123305-7,378854
5218,OR1,4840,Koneiden ja laitteiden vuokrat,7291,Liikuntapaikat,2018-08-01 00:00:00,20215592,15.49,TELIA FINANCE FINLAND,2123305-7,378883
5219,OR1,4840,Koneiden ja laitteiden vuokrat,7291,Liikuntapaikat,2018-08-01 00:00:00,20215592,46.45,TELIA FINANCE FINLAND,2123305-7,378883
5220,OR1,4840,Koneiden ja laitteiden vuokrat,7291,Liikuntapaikat,2018-08-03 00:00:00,20218795,3.25,TELIA FINANCE FINLAND,2123305-7,384280
5221,OR1,4840,Koneiden ja laitteiden vuokrat,7291,Liikuntapaikat,2018-08-03 00:00:00,20218795,9.73,TELIA FINANCE FINLAND,2123305-7,384280
5222,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-01 00:00:00,20216061,0.48,TELIA FINANCE FINLAND,2123305-7,378881
5223,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-01 00:00:00,20216061,6.44,TELIA FINANCE FINLAND,2123305-7,378881
5224,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-01 00:00:00,20216061,0.42,TELIA FINANCE FINLAND,2123305-7,378881
5225,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-01 00:00:00,20216061,5.63,TELIA FINANCE FINLAND,2123305-7,378881
5226,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-01 00:00:00,20216061,0.42,TELIA FINANCE FINLAND,2123305-7,378881
5227,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-01 00:00:00,20216061,5.63,TELIA FINANCE FINLAND,2123305-7,378881
5228,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-01 00:00:00,20216061,0.42,TELIA FINANCE FINLAND,2123305-7,378881
5229,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-01 00:00:00,20216061,5.63,TELIA FINANCE FINLAND,2123305-7,378881
5230,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-03 00:00:00,20219910,0.48,TELIA FINANCE FINLAND,2123305-7,384307
5231,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-03 00:00:00,20219910,6.44,TELIA FINANCE FINLAND,2123305-7,384307
5232,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-03 00:00:00,20219910,0.42,TELIA FINANCE FINLAND,2123305-7,384307
5233,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-03 00:00:00,20219910,5.63,TELIA FINANCE FINLAND,2123305-7,384307
5234,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-03 00:00:00,20219910,0.42,TELIA FINANCE FINLAND,2123305-7,384307
5235,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-03 00:00:00,20219910,5.63,TELIA FINANCE FINLAND,2123305-7,384307
5236,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-03 00:00:00,20219910,0.42,TELIA FINANCE FINLAND,2123305-7,384307
5237,OR1,4840,Koneiden ja laitteiden vuokrat,7310,Roukon keskuskeittiö,2018-08-03 00:00:00,20219910,5.64,TELIA FINANCE FINLAND,2123305-7,384307
5238,OR1,4840,Koneiden ja laitteiden vuokrat,7322,Sorrilan koulun keittiö,2018-08-01 00:00:00,20215557,0.51,TELIA FINANCE FINLAND,2123305-7,378880
5239,OR1,4840,Koneiden ja laitteiden vuokrat,7322,Sorrilan koulun keittiö,2018-08-01 00:00:00,20215557,6.85,TELIA FINANCE FINLAND,2123305-7,378880
5240,OR1,4840,Koneiden ja laitteiden vuokrat,7322,Sorrilan koulun keittiö,2018-08-01 00:00:00,20215557,0.62,TELIA FINANCE FINLAND,2123305-7,378880
5241,OR1,4840,Koneiden ja laitteiden vuokrat,7322,Sorrilan koulun keittiö,2018-08-01 00:00:00,20215557,8.23,TELIA FINANCE FINLAND,2123305-7,378880
5242,OR1,4840,Koneiden ja laitteiden vuokrat,7322,Sorrilan koulun keittiö,2018-08-01 00:00:00,20215557,0.62,TELIA FINANCE FINLAND,2123305-7,378880
5243,OR1,4840,Koneiden ja laitteiden vuokrat,7322,Sorrilan koulun keittiö,2018-08-01 00:00:00,20215557,8.23,TELIA FINANCE FINLAND,2123305-7,378880
5244,OR1,4840,Koneiden ja laitteiden vuokrat,7322,Sorrilan koulun keittiö,2018-08-01 00:00:00,20215557,0.62,TELIA FINANCE FINLAND,2123305-7,378880
5245,OR1,4840,Koneiden ja laitteiden vuokrat,7322,Sorrilan koulun keittiö,2018-08-01 00:00:00,20215557,8.23,TELIA FINANCE FINLAND,2123305-7,378880
